ASV	Domain	Phylum	Class	Order	Family	Genus	Species
67e0414c2d236e9593eff52de0952556	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Phormidesmiales	 f__Phormidesmiaceae	 g__Phormidesmis_ANT.LACV5.1	 s__uncultured_bacterium
5c544734c4b655ecd536adcf42cbdc5f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
e5b344ee1f59930c3e6a06e4b154f97b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae		
e3ed01aa947f32d961ffbae35cfd83b4	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__Sva0996_marine_group	
c562b39575cf42fd88fde6efa37f34ad	d__Archaea	 p__Crenarchaeota	 c__Nitrososphaeria	 o__Nitrosopumilales	 f__Nitrosopumilaceae	 g__Candidatus_Nitrosopumilus	
2469ce7615490f78ca847dfd377531e5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
530521dd1d982aa5d217f04f21a24114	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Gaetbulibacter	
78f258859e2828c7d939ca305b500edd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__uncultured	 s__Loktanella_sp.
fdd1e2400ca79a272f16391050030c4b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Muricauda	
7b855347dcb6a3759be3915afeb9e710	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	
ba709c2fd78207ecb00c40dbe8f32532	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiomicrospirales	 f__Thiomicrospiraceae	 g__endosymbionts	
f57f66b911bcf81b6ba8b09eea2d9146	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pseudozobellia	 s__uncultured_bacterium
7e08227dbb0da8d0519d49fbfa5c7a1f	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__R76-B128	 s__uncultured_bacterium
a24bece58ee9e110eda257e54bf16fc8	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__MSBL9	 f__SG8-4	 g__SG8-4	 s__uncultured_deep-sea
ca9652471b9fd27ac5465b0417564813	d__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	
05b70765a4cfc728a7ce39b5898f3fcb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Erythrobacter_atlanticus
954c85a39080156161472b2ba50eca4a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Spongiibacteraceae		
29b312222a2cca128bc4314aad7bea1b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae		
ab31f4a6f90b861644f29cc3e720451c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Glaciecola	
62353ac7c65257328fa36a7092c8ad84	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_marine
8c83ec38128305e245353ba8d146f0a2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	
984fa1faa047a0dc2ba817bfeca6291e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Alloprevotella	
593c148e8386d0e58fba681cddd4d04f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pibocella	
26d3471b61164a8fe67f8022e42319d3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
d8eb944f417968ebe3fb12de319242db	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
0722a5f7b7c651a4ef849cb4d53194d2	d__Bacteria						
039edfb8b673df2eaeeb29dfaab17c5b	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	
0113573b0a25d69a3b22fee5370ed4cf	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aquibacter	 s__uncultured_Bacteroidetes
2a206418f0fbc89b941a4e7acb1890c9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	
762363f28011a46772b6a97ba93c532a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
7f75ab87020796bbe6996c4b0a8100ca	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulforhopalus	 s__uncultured_delta
2091aee50f94cb339a7d54f35b641f90	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfobacteraceae	 g__uncultured	
8a7fda74d63c1a7eae603dcacd7488a4	d__Bacteria	 p__Calditrichota	 c__Calditrichia	 o__Calditrichales	 f__Calditrichaceae	 g__Calditrichaceae	 s__uncultured_bacterium
af94a81bcf71ab14eda678cf4784fbb0	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_marine
e5ba27668134ddd13c2245c65bbd6018	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales			
2f63d62862fd0ffc3c3b159d3a06817d	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_Chloroflexi
f80ab4490d863b8428bb426fa7af5ae1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__env.OPS_17	
4260e9f265ccef4a81983fee897a2614	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
6c60fd54c875e34910fab8371edc3a98	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae		
d3ed4f466e27c62920469ae399c1e6dc	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudochrobactrum	 s__uncultured_bacterium
7dfe1a1e7cbcc14ef0802eb69a972bae	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Hahellaceae	 g__Hahella	 s__Allohahella_antarctica
6f2b0b273714a864f1196eccf5016743	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__AB1	 g__AB1	 s__uncultured_bacterium
a10a95e9148a56e86b83811b1a856bef	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aquimarina	
6029003eda22d974495b606482f126cb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
8d894403fd6be7503e52bedcf5c1946e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__uncultured	 s__Ulvibacter_sp.
44cb7c6b67066bcc32c2e901c249c88b	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Sulfurovaceae	 g__Sulfurovum	
f1d24a07822b840c1e1e85112f16e1ca	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methyloligellaceae	 g__uncultured	
37e115f815bf183e69d52c7eaa4f70fa	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
e959ee584a24edacaeb9d8f3266cce6e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
37c233fe349483a8ff7f401533cc2509	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
7b512950608bccafde9a908b6c7ab829	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
391727605b0b0e56c4243d01bab3558b	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_marine
c3e96941deb24db799da65faf36e62e0	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	
c3699288efd6c8f4113104a2c9b05583	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	
3a57c8fbc6e49585b558f3463589aa1a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_marine
5e99c44db9484eeb657c73a3ff0baf4a	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Cymbomonas_tetramitiformis
65b24ba699fc7b29632a9926b2df8c29	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
658834308139d4fbdc45e14c2ad3ef94	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	
c689eb1fd647c6688158dd58ff82611b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__AT-s2-59	 f__AT-s2-59	 g__AT-s2-59	 s__uncultured_gamma
37dada0437351c0443d9c911d197cb5e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Candidatus_Accumulibacter	
137362be5cfb5e5cee4ac2123b41ae40	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__uncultured	
f726a64f271bbec4db3f90e67ca111ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__Labilibacter	
8d3789b6017c0bf946d4360fe6311736	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_bacterium
ec41bd2c557f1147eea53f8e5db110f1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	 s__uncultured_sediment
867efeb36d7d07e70438883391f68b02	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	
77adcad8b259ba39a02c112eb66d58e2	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__PB19	 f__PB19	 g__PB19	 s__uncultured_bacterium
42ddd121a9000d2b41821d6bcef3ef93	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__KI89A_clade	 f__KI89A_clade	 g__KI89A_clade	 s__uncultured_gamma
ad352af2b9d1a5ba7577c24a023db66c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Ulvibacter	 s__uncultured_Bacteroidetes
1d199b4aad51eefe33ae8469d1cc189b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	
189d033b87495c81060cb25c974de4a2	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_bacterium
6e40530f00a49f742477d1db29731128	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ardenticatenaceae	 g__uncultured	 s__uncultured_bacterium
87c99cb5cb47a52ad44795145019b195	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Cellulophaga	 s__Cellulophaga_fucicola
858fa1d318c4727cd3e98ad89fe44c3d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__Bacteroidetes_vadinHA17	
f43157d0ac5066d5f711994b1afa0810	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sneathiellales	 f__Sneathiellaceae	 g__Sneathiella	 s__uncultured_bacterium
7b5be3f5f66c9a141634ba8a5410881f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
741312900d6f4d2394dbaaee64467be6	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__[Desulfobacterium]_catecholicum_group	 s__uncultured_Desulfobulbaceae
becc1142f68d8e50ca2c619948af6412	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Cellulomonas	
210b5eab7e1abdfb3499bc3b27e360df	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
e8778e32bbedd5793952244d6e426a0f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Lawsonella	 s__Lawsonella_clevelandensis
91d38d67e4805de585681bcc575d07b1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_sediment
b75f55b507eb43e166b3673673282169	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
c8c0882cf38e4b0a01a02dff45d35bf8	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
1f5c7821dd1147e831cf8fe01d21f2e0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
39025b94a0a418414a71d3e2ba4c1ea8	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__Sva0996_marine_group	 s__uncultured_organism
631ac71cc55f928e873df063555611ad	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	
ef8c09cf366a2a01479aa28b4842706c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
5614345d0537ded0a62de341ff34919c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
0c35a59756c1e79d5f89423ab72bcc16	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
6de9a364fb4c8cfcdc4fc0a2c7457245	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Algisphaera	
2f100aeb224e496b559cc14aec075f46	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Pterocladia_musciformis
943bc4222234f019c27660c248595626	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae		
0be8c67998d2d8b2ff26af41168a4eab	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	
f59d1fc015d3fca288afbb163a7612fe	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	
397a9d06860bd795c0b940c3782f2d45	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
9b05602398a14c803a519ecbcecfe8ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Algibacter	
7c9d16267c02a5cfe59c12be8c34e36c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Halioglobus	
748ba80fb2c7884035f04873d1dd0d1a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
3921f8957889cc778c21f0b44e2be8d5	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__[Desulfobacterium]_catecholicum_group	
41a7e6854fec90e4252f83463216d3d0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	 s__uncultured_Flammeovirgaceae
867f38a0afb14664cf95a18272b52b79	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__uncultured_gamma
902e893820560633c07a30bada04cf83	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	 s__uncultured_bacterium
fb995cc8811820014571b1fb4c41bdac	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
1e26799f1685e0a6c2741f8f0f9205c9	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__SEEP-SRB4	 s__uncultured_delta
c803f36973f6436ab3f7dcaf662e287d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__Pirellula_sp.
0342c81743f84b8eea7eab6d6fea505a	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	
cef7d06aab1aa62db06adf267d73006d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Marinomonadaceae	 g__Marinomonas	
12ca01cdacd5a5b8cd8fd67f1428fd2d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
95fa533bf15f363a9cf4ba07ed450ca7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	 s__uncultured_bacterium
0fe0178f86a0363252ee1c2f4596e0bf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SS1-B-07-19	 f__SS1-B-07-19	 g__SS1-B-07-19	
49013a18ce12251a27a813acd85dd470	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__UBA10353_marine_group	 f__UBA10353_marine_group	 g__UBA10353_marine_group	 s__uncultured_deep-sea
b852c61350e9aad884177dc2d3090b53	d__Bacteria	 p__Deinococcota	 c__Deinococci	 o__Deinococcales	 f__Trueperaceae	 g__Truepera	 s__uncultured_Thermus/Deinococcus
99bb4bcf7f414f1448e9f75ee5aaf560	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
f3c2c5fa0fb634bce40cea8c7b4f5679	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
ba39f07e6c2c33a78b69bc95e0a8e9c8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	 s__uncultured_organism
0933f4424a5da778c96d1bba4d193ab7	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
01f51580b4790bff86f8eb11df5b5cf4	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_bacterium
76bc7ce7d1fbb05cac1139ba79cd6d35	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
31e41c7bb9b613602adbddad2a3b9cbb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
818028cbaedf20cdccfb38dceb1ad733	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__Sva0996_marine_group	 s__uncultured_organism
ed7752501c1609c47a0b882cf13605a6	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	
0ea21ad8347550410c6b7d6f3d884765	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	
4893ff765f2f03facc6f20c12741cb11	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Sulfurovaceae	 g__Sulfurovum	 s__uncultured_Helicobacteraceae
97f745b7b945e1edd7725bc8a34384d2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aquimarina	
140b1827cf3a2f3d8fa5c3f9ac363a68	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae		
b4e21f0c34b4a9b3a8bc3b77384501f9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
ada20d795c14dce6977115cb80558a24	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	
6ec045675fa78b3bcd661de6416327ee	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	
36c8d975ad6dcbcb3982480873df0120	Unassigned						
c9171c2db7c37481cccb01fb34d4a68b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Hoeflea	
5e2634dc694f45f7d90e19e87ed2e04f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Bythopirellula	 s__uncultured_bacterium
95839dbbcd8a42a0126fd7393380d0de	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_sediment
9a56958f55d3f8d41c88ddff0ad82c53	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
1213e3a619ff4f728f58bbc5d5826d35	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales			
8c2a726b435a3f9020ed91d3b0f8f583	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
7ceb835f1c98de6a46ab4ec5af9457e3	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Catellicoccaceae	 g__Catellicoccus	 s__uncultured_bacterium
ebd5250b44189a671e987edfe8bdac02	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_bacterium
9f25ef32960bad6772892b53a1cd1074	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__planctomycete_DDSe3004
d1f28ce5bf92301fb1e240f14f88c24a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	
51d22456d54158737b8956e87f3b3f34	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
db72a9f37a28bbda73962ebbb45d42f1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	
c95d4df955384702eaa9370d5f4e6a69	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_bacterium
499179f45ee6e9ba9a4843a4ac930656	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Algisphaera	 s__uncultured_bacterium
22eebdc21a17c18e028ac40be9d145d7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	
51cf5258067acc9ae70a36671efa97e7	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Algimonas	 s__marine_bacterium
84355871ccddff2d974b26ffdf6f7b67	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	
60f72c5ba153a003a2311e0267d078e6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Psychroserpens	
aee772ec0d511b6f993bf40b6f2c7b3f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	 s__Altererythrobacter_namhicola
2662b30871c23d4577b2240315dcb382	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
81937c269f73e4aef620059c726d0c47	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_marine
0efbc285a841a597f0fef1cc54dc857c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Tenacibaculum	
477aa6bf5db5abc1c37dacbbfe927037	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
